?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/GO_0032774>	<http://www.w3.org/2000/01/rdf-schema#label>	"RNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_1901564>	<http://www.w3.org/2000/01/rdf-schema#label>	"organonitrogen compound metabolic process"	
<http://purl.obolibrary.org/obo/GO_0032387>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of intracellular transport"	
<http://purl.obolibrary.org/obo/GO_0060631>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of meiosis I"	
<http://purl.obolibrary.org/obo/GO_1904746>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of apoptotic process involved in development"	
<http://purl.obolibrary.org/obo/GO_1905166>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of lysosomal protein catabolic process"	
<http://purl.obolibrary.org/obo/GO_1900073>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of neuromuscular synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0005874>	<http://www.w3.org/2000/01/rdf-schema#label>	"microtubule"	
<http://purl.obolibrary.org/obo/GO_1903463>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of mitotic cell cycle DNA replication"	
<http://purl.obolibrary.org/obo/GO_1905820>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of chromosome separation"	
<http://purl.obolibrary.org/obo/GO_0010453>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of cell fate commitment"	
<http://purl.obolibrary.org/obo/GO_1904291>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of mitotic DNA damage checkpoint"	
<http://purl.obolibrary.org/obo/GO_0014043>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of neuron maturation"	
<http://purl.obolibrary.org/obo/GO_0043557>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of translation in response to osmotic stress"	
<http://purl.obolibrary.org/obo/GO_1903828>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of protein localization"	
<http://purl.obolibrary.org/obo/GO_1905851>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of backward locomotion"	
<http://purl.obolibrary.org/obo/GO_0046189>	<http://www.w3.org/2000/01/rdf-schema#label>	"phenol-containing compound biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0045931>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of mitotic cell cycle"	
<http://purl.obolibrary.org/obo/GO_1902337>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of apoptotic process involved in morphogenesis"	
<http://purl.obolibrary.org/obo/GO_0046546>	<http://www.w3.org/2000/01/rdf-schema#label>	"development of primary male sexual characteristics"	
<http://purl.obolibrary.org/obo/GO_0072664>	<http://www.w3.org/2000/01/rdf-schema#label>	"maintenance of protein location in peroxisome"	
<http://purl.obolibrary.org/obo/GO_0006984>	<http://www.w3.org/2000/01/rdf-schema#label>	"ER-nucleus signaling pathway"	
<http://purl.obolibrary.org/obo/GO_1905637>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of mitochondrial mRNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_0090138>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of actin cytoskeleton organization by cell-cell adhesion"	
<http://purl.obolibrary.org/obo/GO_2000809>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of synaptic vesicle clustering"	
<http://purl.obolibrary.org/obo/GO_0045834>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of lipid metabolic process"	
<http://purl.obolibrary.org/obo/GO_2001243>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of intrinsic apoptotic signaling pathway"	
<http://purl.obolibrary.org/obo/GO_0051457>	<http://www.w3.org/2000/01/rdf-schema#label>	"maintenance of protein location in nucleus"	
<http://purl.obolibrary.org/obo/GO_0050766>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of phagocytosis"	
<http://purl.obolibrary.org/obo/GO_0031113>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of microtubule polymerization"	
<http://purl.obolibrary.org/obo/GO_0048634>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of muscle organ development"	
<http://purl.obolibrary.org/obo/GO_0046823>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of nucleocytoplasmic transport"	
<http://purl.obolibrary.org/obo/GO_0051246>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0099514>	<http://www.w3.org/2000/01/rdf-schema#label>	"synaptic vesicle cytoskeletal transport"	
<http://purl.obolibrary.org/obo/GO_0019438>	<http://www.w3.org/2000/01/rdf-schema#label>	"aromatic compound biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0050920>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of chemotaxis"	
<http://purl.obolibrary.org/obo/GO_0035592>	<http://www.w3.org/2000/01/rdf-schema#label>	"establishment of protein localization to extracellular region"	
<http://purl.obolibrary.org/obo/GO_1901880>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of protein depolymerization"	
<http://purl.obolibrary.org/obo/GO_0099547>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of translation at synapse, modulating synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0010629>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of gene expression"	
<http://purl.obolibrary.org/obo/GO_2000573>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of DNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0140053>	<http://www.w3.org/2000/01/rdf-schema#label>	"mitochondrial gene expression"	
<http://purl.obolibrary.org/obo/GO_1902115>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of organelle assembly"	
<http://purl.obolibrary.org/obo/GO_0000962>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of mitochondrial RNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_1902010>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of translation in response to endoplasmic reticulum stress"	
<http://purl.obolibrary.org/obo/GO_0051078>	<http://www.w3.org/2000/01/rdf-schema#label>	"meiotic nuclear membrane disassembly"	
<http://purl.obolibrary.org/obo/GO_1902120>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of meiotic spindle elongation"	
<http://purl.obolibrary.org/obo/GO_1900120>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of receptor binding"	
<http://purl.obolibrary.org/obo/GO_0072595>	<http://www.w3.org/2000/01/rdf-schema#label>	"maintenance of protein localization in organelle"	
<http://purl.obolibrary.org/obo/GO_0007028>	<http://www.w3.org/2000/01/rdf-schema#label>	"cytoplasm organization"	
<http://purl.obolibrary.org/obo/GO_0019093>	<http://www.w3.org/2000/01/rdf-schema#label>	"mitochondrial RNA localization"	
<http://purl.obolibrary.org/obo/GO_0033048>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of mitotic sister chromatid segregation"	
<http://purl.obolibrary.org/obo/GO_1904115>	<http://www.w3.org/2000/01/rdf-schema#label>	"axon cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0090326>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of locomotion involved in locomotory behavior"	
<http://purl.obolibrary.org/obo/GO_0099171>	<http://www.w3.org/2000/01/rdf-schema#label>	"presynaptic modulation of chemical synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_1901160>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary amino compound metabolic process"	
<http://purl.obolibrary.org/obo/GO_0060293>	<http://www.w3.org/2000/01/rdf-schema#label>	"germ plasm"	
<http://purl.obolibrary.org/obo/GO_0034641>	<http://www.w3.org/2000/01/rdf-schema#label>	"cellular nitrogen compound metabolic process"	
<http://purl.obolibrary.org/obo/GO_1905552>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of protein localization to endoplasmic reticulum"	
<http://purl.obolibrary.org/obo/GO_0051232>	<http://www.w3.org/2000/01/rdf-schema#label>	"meiotic spindle elongation"	
<http://purl.obolibrary.org/obo/GO_0007398>	<http://www.w3.org/2000/01/rdf-schema#label>	"ectoderm development"	
<http://purl.obolibrary.org/obo/GO_0051656>	<http://www.w3.org/2000/01/rdf-schema#label>	"establishment of organelle localization"	
<http://purl.obolibrary.org/obo/GO_2000171>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of dendrite development"	
<http://purl.obolibrary.org/obo/GO_0012506>	<http://www.w3.org/2000/01/rdf-schema#label>	"vesicle membrane"	
<http://purl.obolibrary.org/obo/GO_1904146>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of meiotic cell cycle process involved in oocyte maturation"	
<http://purl.obolibrary.org/obo/GO_0034329>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell junction assembly"	
<http://purl.obolibrary.org/obo/GO_0140534>	<http://www.w3.org/2000/01/rdf-schema#label>	"endoplasmic reticulum protein-containing complex"	
<http://purl.obolibrary.org/obo/GO_0044090>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of vacuole organization"	
<http://purl.obolibrary.org/obo/GO_0042325>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of phosphorylation"	
<http://purl.obolibrary.org/obo/GO_0043207>	<http://www.w3.org/2000/01/rdf-schema#label>	"response to external biotic stimulus"	
<http://purl.obolibrary.org/obo/GO_0051345>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of hydrolase activity"	
<http://purl.obolibrary.org/obo/GO_0061458>	<http://www.w3.org/2000/01/rdf-schema#label>	"reproductive system development"	
<http://purl.obolibrary.org/obo/GO_0032239>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of nucleobase-containing compound transport"	
<http://purl.obolibrary.org/obo/GO_0044088>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of vacuole organization"	
<http://purl.obolibrary.org/obo/GO_0007292>	<http://www.w3.org/2000/01/rdf-schema#label>	"female gamete generation"	
<http://purl.obolibrary.org/obo/GO_0007080>	<http://www.w3.org/2000/01/rdf-schema#label>	"mitotic metaphase chromosome alignment"	
<http://purl.obolibrary.org/obo/GO_0070382>	<http://www.w3.org/2000/01/rdf-schema#label>	"exocytic vesicle"	
<http://purl.obolibrary.org/obo/GO_0010975>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of neuron projection development"	
<http://purl.obolibrary.org/obo/GO_0071897>	<http://www.w3.org/2000/01/rdf-schema#label>	"DNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0061673>	<http://www.w3.org/2000/01/rdf-schema#label>	"mitotic spindle astral microtubule"	
<http://purl.obolibrary.org/obo/GO_0050793>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of developmental process"	
<http://purl.obolibrary.org/obo/GO_0051303>	<http://www.w3.org/2000/01/rdf-schema#label>	"establishment of chromosome localization"	
<http://purl.obolibrary.org/obo/GO_0099177>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of trans-synaptic signaling"	
<http://purl.obolibrary.org/obo/GO_0031647>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of protein stability"	
<http://purl.obolibrary.org/obo/GO_0010647>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of cell communication"	
<http://purl.obolibrary.org/obo/GO_0007586>	<http://www.w3.org/2000/01/rdf-schema#label>	"digestion"	
<http://purl.obolibrary.org/obo/GO_0030858>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of epithelial cell differentiation"	
<http://purl.obolibrary.org/obo/GO_0042074>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell migration involved in gastrulation"	
<http://purl.obolibrary.org/obo/GO_0019748>	<http://www.w3.org/2000/01/rdf-schema#label>	"secondary metabolic process"	
<http://purl.obolibrary.org/obo/GO_0005879>	<http://www.w3.org/2000/01/rdf-schema#label>	"axonemal microtubule"	
<http://purl.obolibrary.org/obo/GO_0061066>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of dauer larval development"	
<http://purl.obolibrary.org/obo/GO_0045701>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of spermatid nuclear differentiation"	
<http://purl.obolibrary.org/obo/GO_0140253>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell-cell fusion"	
<http://purl.obolibrary.org/obo/GO_0032106>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of response to extracellular stimulus"	
<http://purl.obolibrary.org/obo/GO_0031326>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of cellular biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_1902884>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of response to oxidative stress"	
<http://purl.obolibrary.org/obo/GO_0045964>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of dopamine metabolic process"	
<http://purl.obolibrary.org/obo/GO_0090257>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of muscle system process"	
<http://purl.obolibrary.org/obo/GO_0050709>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of protein secretion"	
<http://purl.obolibrary.org/obo/GO_2000623>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	
<http://purl.obolibrary.org/obo/GO_0050805>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0051983>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of chromosome segregation"	
<http://purl.obolibrary.org/obo/GO_0051309>	<http://www.w3.org/2000/01/rdf-schema#label>	"female meiosis chromosome separation"	
<http://purl.obolibrary.org/obo/GO_0045806>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of endocytosis"	
<http://purl.obolibrary.org/obo/GO_1904803>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of translation involved in cellular response to UV"	
<http://purl.obolibrary.org/obo/GO_0002682>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of immune system process"	
<http://purl.obolibrary.org/obo/GO_0051098>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of binding"	
<http://purl.obolibrary.org/obo/GO_0048731>	<http://www.w3.org/2000/01/rdf-schema#label>	"system development"	
<http://purl.obolibrary.org/obo/GO_0090063>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of microtubule nucleation"	
<http://purl.obolibrary.org/obo/GO_0050772>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of axonogenesis"	
<http://purl.obolibrary.org/obo/GO_0051650>	<http://www.w3.org/2000/01/rdf-schema#label>	"establishment of vesicle localization"	
<http://purl.obolibrary.org/obo/GO_0051051>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of transport"	
<http://purl.obolibrary.org/obo/GO_0071944>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell periphery"	
<http://purl.obolibrary.org/obo/GO_0006909>	<http://www.w3.org/2000/01/rdf-schema#label>	"phagocytosis"	
<http://purl.obolibrary.org/obo/GO_0016239>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of macroautophagy"	
<http://purl.obolibrary.org/obo/GO_0090298>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of mitochondrial DNA replication"	
<http://purl.obolibrary.org/obo/GO_0009895>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of catabolic process"	
<http://purl.obolibrary.org/obo/GO_1900101>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of endoplasmic reticulum unfolded protein response"	
<http://purl.obolibrary.org/obo/GO_1902101>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of metaphase/anaphase transition of cell cycle"	
<http://purl.obolibrary.org/obo/GO_0044092>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of molecular function"	
<http://purl.obolibrary.org/obo/GO_0019098>	<http://www.w3.org/2000/01/rdf-schema#label>	"reproductive behavior"	
<http://purl.obolibrary.org/obo/GO_0032259>	<http://www.w3.org/2000/01/rdf-schema#label>	"methylation"	
<http://purl.obolibrary.org/obo/GO_0046907>	<http://www.w3.org/2000/01/rdf-schema#label>	"intracellular transport"	
<http://purl.obolibrary.org/obo/GO_0048581>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of post-embryonic development"	
<http://purl.obolibrary.org/obo/GO_0032091>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of protein binding"	
<http://purl.obolibrary.org/obo/GO_1903490>	<http://www.w3.org/2000/01/rdf-schema#label>	"positive regulation of mitotic cytokinesis"	
<http://purl.obolibrary.org/obo/GO_0030336>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of cell migration"	
<http://purl.obolibrary.org/obo/GO_1901987>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of cell cycle phase transition"	
<http://purl.obolibrary.org/obo/GO_1900407>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of cellular response to oxidative stress"	
<http://purl.obolibrary.org/obo/GO_1902668>	<http://www.w3.org/2000/01/rdf-schema#label>	"negative regulation of axon guidance"	
<http://purl.obolibrary.org/obo/GO_1903504>	<http://www.w3.org/2000/01/rdf-schema#label>	"regulation of mitotic spindle checkpoint"	
